actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,lable,index
1.67,2.381,0.711,1.67,1.639,-0.031,1.67,1.814,0.144,2.151,2.683,0.532,CV,253
3.75,3.743,-0.007,3.75,2.538,-1.212,3.75,3.49,-0.26,1.087,0.485,-0.602,CV,254
2.133,2.372,0.239,2.133,1.857,-0.276,2.133,2.304,0.171,1.821,2.432,0.611,CV,255
2.683,2.313,-0.37,2.683,2.012,-0.671,2.683,2.43,-0.253,2.125,2.046,-0.079,CV,256
4,3.362,-0.638,4,3.343,-0.657,4,3.642,-0.358,2.911,3.455,0.544,CV,257
2.34,2.876,0.536,2.34,2.295,-0.045,2.34,2.888,0.548,3.359,3.662,0.303,CV,258
4.23,3.693,-0.537,4.23,3.373,-0.857,4.23,3.728,-0.502,2.596,2.36,-0.236,CV,259
1.54,2.176,0.636,1.54,1.824,0.284,1.54,2.235,0.695,1.996,2.362,0.366,CV,260
2,2.596,0.596,2,1.863,-0.137,2,2.547,0.547,2.037,2.003,-0.034,CV,261
1.75,1.788,0.038,1.75,1.221,-0.529,1.75,1.673,-0.077,1.976,1.6,-0.376,CV,262
2.06,2.559,0.499,2.06,1.955,-0.105,2.06,2.464,0.404,3.275,3.553,0.278,CV,263
4.891,4.979,0.088,4.891,4.432,-0.459,4.891,4.928,0.037,2.075,2.28,0.205,CV,264
1.986,2.106,0.12,1.986,1.504,-0.482,1.986,2.111,0.125,2.227,2.639,0.412,CV,265
5.58,4.884,-0.696,5.58,5.069,-0.511,5.58,4.865,-0.715,2.357,2.117,-0.24,CV,266
1.11,1.21,0.1,1.11,0.766,-0.344,1.11,1.329,0.219,2.513,2.737,0.224,CV,267
1.48,2.189,0.709,1.48,1.688,0.208,1.48,2.232,0.752,2.263,2.66,0.397,CV,268
2.7,2.855,0.155,2.7,2.241,-0.459,2.7,2.93,0.23,3.078,3.096,0.018,CV,269
1.595,1.68,0.085,1.595,1.346,-0.249,1.595,1.649,0.054,2.878,3.515,0.637,CV,270
5.35,4.748,-0.602,5.35,4.327,-1.023,5.35,5.302,-0.048,2.78,2.955,0.175,CV,271
1.029,1.357,0.328,1.029,1.06,0.031,1.029,1.464,0.435,2.649,2.835,0.186,CV,272
2.71,2.4,-0.31,2.71,1.891,-0.819,2.71,2.528,-0.182,1.514,1.589,0.075,CV,273
4.4,3.409,-0.991,4.4,4.758,0.358,4.4,3.148,-1.252,1.52,1.682,0.162,CV,274
1.823,2.002,0.179,1.823,1.325,-0.498,1.823,1.975,0.152,3.379,3.352,-0.027,CV,275
2.4,2.534,0.134,2.4,1.999,-0.401,2.4,2.366,-0.034,2.34,2.171,-0.169,CV,276
2.661,2.392,-0.269,2.661,1.897,-0.764,2.661,2.485,-0.176,2.473,2.503,0.03,CV,277
5,4.583,-0.417,5,4.924,-0.076,5,4.073,-0.927,3.503,3.613,0.11,CV,278
1.8,1.953,0.153,1.8,1.553,-0.247,1.8,1.852,0.052,3.369,3.825,0.456,CV,279
2.01,2.994,0.984,2.01,2.483,0.473,2.01,2.838,0.828,3.334,4.113,0.779,CV,280
2.334,1.931,-0.403,2.334,1.533,-0.801,2.334,2.209,-0.125,1.853,1.997,0.144,CV,281
3.368,3.544,0.176,3.368,2.84,-0.528,3.368,3.636,0.268,6.073,5.816,-0.257,CV,282
4.92,4.901,-0.019,4.92,4.442,-0.478,4.92,4.886,-0.034,5.776,5.239,-0.537,CV,283
1.77,1.663,-0.107,1.77,1.258,-0.512,1.77,1.578,-0.192,5.374,3.83,-1.544,CV,284
3.401,3.19,-0.211,3.401,3.421,0.02,3.401,3.062,-0.339,4.293,5.27,0.977,CV,285
0.78,1.183,0.403,0.78,0.908,0.128,0.78,1.077,0.297,4.168,3.885,-0.283,CV,286
1.94,2.397,0.457,1.94,1.591,-0.349,1.94,2.398,0.458,3.56,3.928,0.368,CV,287
1.45,1.71,0.26,1.45,1.272,-0.178,1.45,1.531,0.081,4.182,3.896,-0.286,CV,288
0.2,1.288,1.088,0.2,0.806,0.606,0.2,1.395,1.195,4.338,4.146,-0.192,CV,289
1.149,1.393,0.244,1.149,0.661,-0.488,1.149,1.361,0.212,5.225,4.494,-0.731,CV,290
3.809,3.361,-0.448,3.809,2.838,-0.971,3.809,3.492,-0.317,3.927,4.26,0.333,CV,291
3.166,2.611,-0.555,3.166,2.556,-0.61,3.166,2.571,-0.595,5.166,5.212,0.046,CV,292
4.451,3.977,-0.474,4.451,3.676,-0.775,4.451,4.115,-0.336,4.163,3.01,-1.153,CV,293
4.113,3.554,-0.559,4.113,2.698,-1.415,4.113,4.19,0.077,4.245,3.33,-0.915,CV,294
2.231,2.368,0.137,2.231,1.458,-0.773,2.231,2.19,-0.041,7.102,4.668,-2.434,CV,295
2.432,1.726,-0.706,2.432,1.497,-0.935,2.432,1.956,-0.476,1.866,1.6,-0.266,CV,296
1.9,1.81,-0.09,1.9,1.286,-0.614,1.9,1.814,-0.086,2.424,3,0.576,CV,297
2.976,3.534,0.558,2.976,2.388,-0.588,2.976,3.445,0.469,1.775,1.4,-0.375,CV,298
2.71,2.604,-0.106,2.71,2.154,-0.556,2.71,2.599,-0.111,2.457,1.9,-0.557,CV,299
5.21,4.29,-0.92,5.21,3.978,-1.232,5.21,4.259,-0.951,3.332,2.48,-0.852,CV,300
3.825,3.561,-0.264,3.825,2.97,-0.855,3.825,3.739,-0.086,2.962,3,0.038,CV,301
1.41,2.401,0.991,1.41,1.799,0.389,1.41,2.207,0.797,3.346,4.23,0.884,CV,302
2.1,2.004,-0.096,2.1,1.683,-0.417,2.1,1.981,-0.119,3.558,3.7,0.142,CV,303
3.7,3.666,-0.034,3.7,3.175,-0.525,3.7,3.807,0.107,3.158,1.6,-1.558,CV,304
1.693,1.593,-0.1,1.693,1.219,-0.474,1.693,1.751,0.058,2.302,1.46,-0.842,CV,305
2.334,2.209,-0.125,2.334,1.587,-0.747,2.334,2.357,0.023,1.905,0.4,-1.505,CV,306
2.53,2.725,0.195,2.53,2.004,-0.526,2.53,2.821,0.291,4.026,4.56,0.534,CV,307
3.87,3.736,-0.134,3.87,2.768,-1.102,3.87,3.682,-0.188,4.181,4.84,0.659,CV,308
1.25,2.075,0.825,1.25,1.563,0.313,1.25,2.08,0.83,4.479,4.9,0.421,CV,309
2.802,2.566,-0.236,2.802,2.026,-0.776,2.802,2.872,0.07,3.917,3.59,-0.327,CV,310
1.9,2.122,0.222,1.9,1.555,-0.345,1.9,2.07,0.17,2.201,1.45,-0.751,CV,311
3.189,3.203,0.014,3.189,2.813,-0.376,3.189,3.08,-0.109,2.124,1.58,-0.544,CV,312
1.72,2.222,0.502,1.72,1.803,0.083,1.72,1.984,0.264,3.539,2.86,-0.679,CV,313
6.2,5.872,-0.328,6.2,5.98,-0.22,6.2,6.052,-0.148,2.671,3.1,0.429,CV,314
3.781,3.8,0.019,3.781,3.193,-0.588,3.781,3.743,-0.038,2.054,1.4,-0.654,CV,315
2.6,2.863,0.263,2.6,2.452,-0.148,2.6,3.14,0.54,3.299,3.4,0.101,CV,316
1.51,1.765,0.255,1.51,1.457,-0.053,1.51,1.522,0.012,1.905,2.47,0.565,CV,317
0.931,1.097,0.166,0.931,1.127,0.196,0.931,1.063,0.132,2.413,1.88,-0.533,CV,318
2.25,2.537,0.287,2.25,1.968,-0.282,2.25,2.605,0.355,1.849,1.66,-0.189,CV,319
2.7,3.162,0.462,2.7,2.426,-0.274,2.7,3.288,0.588,2.351,1.73,-0.621,CV,320
4.9,4.326,-0.574,4.9,3.571,-1.329,4.9,4.379,-0.521,3.258,3.52,0.262,CV,321
0.838,1.544,0.706,0.838,0.89,0.052,0.838,1.231,0.393,1.259,0,-1.259,CV,322
2.188,2.287,0.099,2.188,1.635,-0.553,2.188,2.38,0.192,0.929,0.7,-0.229,CV,323
3.6,3.076,-0.524,3.6,2.422,-1.178,3.6,3.089,-0.511,2.58,2.4,-0.18,CV,324
3.1,3.242,0.142,3.1,2.442,-0.658,3.1,3.87,0.77,1.24,1,-0.24,CV,325
1.404,1.605,0.201,1.404,1.115,-0.289,1.404,1.646,0.242,2.932,3.6,0.668,CV,326
1.807,1.685,-0.122,1.807,1.273,-0.534,1.807,1.785,-0.022,1.79,1.52,-0.27,CV,327
2.601,2.122,-0.479,2.601,1.631,-0.97,2.601,2.078,-0.523,1.69,1,-0.69,CV,328
1.192,1.297,0.105,1.192,0.877,-0.315,1.192,1.334,0.142,2.494,3.26,0.766,CV,329
1.832,2.478,0.646,1.832,2.003,0.171,1.832,2.708,0.876,2.129,2.21,0.081,CV,330
2.42,2.493,0.073,2.42,1.937,-0.483,2.42,2.706,0.286,3.857,3.3,-0.557,CV,331
2.666,2.289,-0.377,2.666,1.762,-0.904,2.666,2.367,-0.299,4.826,4.21,-0.616,CV,332
2.33,2.62,0.29,2.33,1.664,-0.666,2.33,2.505,0.175,2.867,2.6,-0.267,CV,333
3.069,2.867,-0.202,3.069,2.397,-0.672,3.069,2.888,-0.181,3.73,3.16,-0.57,CV,334
4.14,4.014,-0.126,4.14,3.206,-0.934,4.14,3.777,-0.363,2.969,2.47,-0.499,CV,335
4.79,2.843,-1.947,4.79,3.909,-0.881,4.79,2.421,-2.369,3.081,2.78,-0.301,CV,336
2.454,2.363,-0.091,2.454,1.937,-0.517,2.454,2.525,0.071,3.532,3.6,0.068,CV,337
0.99,2.235,1.245,0.99,1.697,0.707,0.99,2.586,1.596,2.124,0.64,-1.484,CV,338
2.144,2.405,0.261,2.144,1.871,-0.273,2.144,2.196,0.052,2.166,2.11,-0.056,CV,339
1.45,2.327,0.877,1.45,1.817,0.367,1.45,2.277,0.827,3.859,4,0.141,CV,340
1.6,1.308,-0.292,1.6,1.023,-0.577,1.6,1.165,-0.435,3.554,3.041,-0.513,CV,341
3.7,3.459,-0.241,3.7,2.751,-0.949,3.7,3.727,0.027,1.967,2.869,0.902,CV,342
1.72,1.805,0.085,1.72,1.418,-0.302,1.72,1.776,0.056,2.839,2.957,0.118,CV,343
1.861,1.881,0.02,1.861,1.375,-0.486,1.861,2.006,0.145,1.502,1.462,-0.04,CV,344
3.232,3.408,0.176,3.232,2.329,-0.903,3.232,3.204,-0.028,3.066,3.166,0.1,CV,345
2.004,2.51,0.506,2.004,2.415,0.411,2.004,2.785,0.781,1.648,1.5,-0.148,CV,346
2.54,3.865,1.325,2.54,3.073,0.533,2.54,4.025,1.485,2.419,2.26,-0.159,CV,347
1.95,2.713,0.763,1.95,2.346,0.396,1.95,2.562,0.612,4.469,4.56,0.091,CV,348
1.627,1.584,-0.043,1.627,1.619,-0.008,1.627,1.529,-0.098,3.018,2.5,-0.518,CV,349
1.65,2.377,0.727,1.65,2.354,0.704,1.65,2.443,0.793,3.084,2.85,-0.234,CV,350
2.47,2.356,-0.114,2.47,2.095,-0.375,2.47,2.368,-0.102,2.065,1.95,-0.115,CV,351
2.917,2.553,-0.364,2.917,2.414,-0.503,2.917,2.671,-0.246,6.52,7.76,1.24,CV,352
3.1,3.301,0.201,3.1,3.546,0.446,3.1,3.52,0.42,2.637,2.753,0.116,CV,353
1.96,2.632,0.672,1.96,2.44,0.48,1.96,2.647,0.687,0.854,1.067,0.213,CV,354
2.817,2.866,0.049,2.817,2.586,-0.231,2.817,2.636,-0.181,3.691,3.553,-0.138,CV,355
1.203,1.239,0.036,1.203,1.302,0.099,1.203,1.373,0.17,1.007,1.192,0.185,CV,356
3.73,2.728,-1.002,3.73,2.546,-1.184,3.73,2.597,-1.133,3.125,2.851,-0.274,CV,357
5.294,5.248,-0.046,5.294,6.343,1.049,5.294,5.541,0.247,1.267,1.442,0.175,CV,358
2.751,2.079,-0.672,2.751,2.159,-0.592,2.751,2.259,-0.492,1.609,1.301,-0.308,CV,359
2.645,2.53,-0.115,2.645,2.603,-0.042,2.645,2.692,0.047,1.028,0.806,-0.222,CV,360
2.383,2.16,-0.223,2.383,2,-0.383,2.383,2.118,-0.265,2.42,2.661,0.241,CV,361
3.248,3.173,-0.075,3.248,2.426,-0.822,3.248,2.949,-0.299,3.82,3.977,0.157,CV,362
4.05,3.532,-0.518,4.05,3.601,-0.449,4.05,3.479,-0.571,1.396,0.958,-0.438,CV,363
1.53,1.824,0.294,1.53,1.821,0.291,1.53,1.901,0.371,1.768,1.731,-0.037,CV,364
5.87,4.719,-1.151,5.87,4.737,-1.133,5.87,4.85,-1.02,1.786,2.383,0.597,CV,365
2.344,3.258,0.914,2.344,2.496,0.152,2.344,2.972,0.628,1.875,1.823,-0.052,CV,366
2.01,2.377,0.367,2.01,2.304,0.294,2.01,2.509,0.499,2.699,2.6,-0.099,CV,367
2.06,1.929,-0.131,2.06,1.924,-0.136,2.06,1.952,-0.108,2.364,2.42,0.056,CV,368
1.95,2.01,0.06,1.95,1.806,-0.144,1.95,2.02,0.07,2.366,2.188,-0.178,CV,369
1.54,2.039,0.499,1.54,1.676,0.136,1.54,2.067,0.527,1.498,1.693,0.195,CV,370
3.107,3.196,0.089,3.107,2.943,-0.164,3.107,3.302,0.195,2.045,1.818,-0.227,CV,371
3.3,1.5,-1.8,3.3,1.579,-1.721,3.3,2,-1.3,1.992,0.63,-1.362,CV,372
3.488,3.168,-0.32,3.488,3.18,-0.308,3.488,3.158,-0.33,2.158,2.204,0.046,CV,373
1.29,1.812,0.522,1.29,1.938,0.648,1.29,1.736,0.446,1.954,2.36,0.406,CV,374
-0.63,0.51,1.14,-0.63,1.001,1.631,-0.63,0.281,0.911,2.221,2.509,0.288,CV,375
2.623,2.528,-0.095,2.623,2.203,-0.42,2.623,2.396,-0.227,2.419,2.71,0.291,CV,376
5,4.381,-0.619,5,4.511,-0.489,5,4.39,-0.61,2.177,2.61,0.433,CV,377
5.21,4.371,-0.839,5.21,4.412,-0.798,5.21,4.296,-0.914,2.265,1.965,-0.3,CV,378
2.628,2.728,0.1,2.628,3.383,0.755,2.628,2.892,0.264,2.188,2.247,0.059,CV,379
3.6,3.165,-0.435,3.6,2.842,-0.758,3.6,3.105,-0.495,2.43,2.721,0.291,CV,380
0.572,0.944,0.372,0.572,0.966,0.394,0.572,1.012,0.44,2.368,2.111,-0.257,CV,381
1.159,1.28,0.121,1.159,1.35,0.191,1.159,1.341,0.182,3.428,4.037,0.609,CV,382
2.64,2.192,-0.448,2.64,2.127,-0.513,2.64,2.001,-0.639,4.894,4.151,-0.743,CV,383
3.27,4.257,0.987,3.27,3.659,0.389,3.27,3.929,0.659,1.772,1.709,-0.063,CV,384
1.75,2.316,0.566,1.75,2.332,0.582,1.75,2.571,0.821,1.858,2.144,0.286,CV,385
2.6,3.005,0.405,2.6,2.754,0.154,2.6,2.983,0.383,3.308,3.27,-0.038,CV,386
3.515,4.082,0.567,3.515,5.589,2.074,3.515,4.261,0.746,1.889,2.237,0.348,CV,387
2.666,2.21,-0.456,2.666,2.09,-0.576,2.666,2.33,-0.336,2.116,1.43,-0.686,CV,388
3.64,3.775,0.135,3.64,3.327,-0.313,3.64,3.646,0.006,2.478,2.623,0.145,CV,389
2.415,2.507,0.092,2.415,2.244,-0.171,2.415,2.604,0.189,2.28,2.601,0.321,CV,390
2.258,0.831,-1.427,2.258,1.281,-0.977,2.258,0.637,-1.621,3.635,3.607,-0.028,CV,391
2.029,2.568,0.539,2.029,2.247,0.218,2.029,2.015,-0.014,3.179,3.602,0.423,CV,392
2.78,2.432,-0.348,2.78,3.139,0.359,2.78,2.551,-0.229,2.975,2.22,-0.755,CV,393
1.8,1.91,0.11,1.8,1.922,0.122,1.8,1.923,0.123,3.386,3.858,0.472,CV,394
3.684,2.791,-0.893,3.684,2.774,-0.91,3.684,2.838,-0.846,5.207,3.83,-1.377,CV,395
2.52,2.625,0.105,2.52,2.512,-0.008,2.52,2.36,-0.16,4.397,5.37,0.973,CV,396
3.041,3.816,0.775,3.041,3.37,0.329,3.041,3.973,0.932,4.102,4.7,0.598,CV,397
0.42,0.538,0.118,0.42,0.765,0.345,0.42,0.493,0.073,3.965,4.7,0.735,CV,398
3.662,3.502,-0.16,3.662,4.097,0.435,3.662,3.486,-0.176,3.973,3.771,-0.202,CV,399
6.083,5.625,-0.458,6.083,6.534,0.451,6.083,5.655,-0.428,3.224,3.607,0.383,CV,400
3.55,3.054,-0.496,3.55,2.713,-0.837,3.55,2.975,-0.575,5.52,5.07,-0.45,CV,401
2.171,2.129,-0.042,2.171,2.052,-0.119,2.171,2.072,-0.099,2.801,2.802,0.001,CV,402
3.221,2.688,-0.533,3.221,2.375,-0.846,3.221,2.972,-0.249,3.958,3.629,-0.329,CV,403
4.146,4.325,0.179,4.146,4.273,0.127,4.146,4.111,-0.035,4.219,3.977,-0.242,CV,404
1.79,2.045,0.255,1.79,1.871,0.081,1.79,2.137,0.347,4.297,3.994,-0.303,CV,405
1.8,2.036,0.236,1.8,2.084,0.284,1.8,2.038,0.238,5.252,5.294,0.042,CV,406
3.6,3.084,-0.516,3.6,3.197,-0.403,3.6,3.191,-0.409,2.669,2.955,0.286,CV,407
1.829,1.576,-0.253,1.829,1.581,-0.248,1.829,1.736,-0.093,3.066,3.183,0.117,CV,408
3.607,3.787,0.18,3.607,3.7,0.093,3.607,3.334,-0.273,5.659,6.083,0.424,CV,409
4.9,4.094,-0.806,4.9,4.581,-0.319,4.9,4.105,-0.795,3.159,4.14,0.981,CV,410
2.21,2.423,0.213,2.21,2.262,0.052,2.21,2.477,0.267,1.876,1.8,-0.076,CV,411
3.52,3.154,-0.366,3.52,2.699,-0.821,3.52,2.894,-0.626,2.642,1.9,-0.742,CV,412
2.465,2.01,-0.455,2.465,1.529,-0.936,2.465,2.002,-0.463,2.692,1.7,-0.992,CV,413
2.597,2.349,-0.248,2.597,2.155,-0.442,2.597,2.224,-0.373,3.759,3.67,-0.089,CV,414
2.552,2.205,-0.347,2.552,2.11,-0.442,2.552,2.11,-0.442,3.171,4.05,0.879,CV,415
3.96,2.876,-1.084,3.96,2.779,-1.181,3.96,2.952,-1.008,2.101,1.54,-0.561,CV,416
2.18,2.728,0.548,2.18,2.963,0.783,2.18,3.15,0.97,3.512,3.7,0.188,CV,417
4,4.294,0.294,4,4.052,0.052,4,4.306,0.306,3.977,3.8,-0.177,CV,418
2.106,2.143,0.037,2.106,1.929,-0.177,2.106,2.07,-0.036,4.075,3.8,-0.275,CV,419
4.23,3.24,-0.99,4.23,3.434,-0.796,4.23,3.457,-0.773,1.677,2.01,0.333,CV,420
3.863,3.626,-0.237,3.863,3.734,-0.129,3.863,3.695,-0.168,2.256,2.46,0.204,CV,421
3.444,3.051,-0.393,3.444,3.514,0.07,3.444,3.213,-0.231,2.05,1.73,-0.32,CV,422
3.276,3.563,0.287,3.276,2.643,-0.633,3.276,3.434,0.158,2.382,2.21,-0.172,CV,423
2.139,2.137,-0.002,2.139,2.05,-0.089,2.139,2.304,0.165,1.775,1.78,0.005,CV,424
2.3,1.773,-0.527,2.3,1.86,-0.44,2.3,1.317,-0.983,4.455,3.76,-0.695,CV,425
2.1,2.443,0.343,2.1,1.872,-0.228,2.1,2.466,0.366,3.75,2.71,-1.04,CV,426
3.7,3.332,-0.368,3.7,2.759,-0.941,3.7,3.427,-0.273,2.651,3.48,0.829,CV,427
2.362,1.982,-0.38,2.362,1.968,-0.394,2.362,2.027,-0.335,1.908,1.98,0.072,CV,428
3.6,3.415,-0.185,3.6,3.856,0.256,3.6,3.683,0.083,2.834,2.91,0.076,CV,429
3.542,3.308,-0.234,3.542,3.164,-0.378,3.542,3.451,-0.091,2.716,3.5,0.784,CV,430
1.84,2.073,0.233,1.84,2.04,0.2,1.84,1.964,0.124,2.692,2.52,-0.172,CV,431
2.54,2.101,-0.439,2.54,1.942,-0.598,2.54,2.225,-0.315,1.852,1.49,-0.362,CV,432
2.66,2.307,-0.353,2.66,2.237,-0.423,2.66,2.337,-0.323,2.91,3.03,0.12,CV,433
1.181,1.264,0.083,1.181,1.277,0.096,1.181,1.463,0.282,2.978,2.74,-0.238,CV,434
3.166,3.039,-0.127,3.166,3.393,0.227,3.166,2.992,-0.174,2.247,2.04,-0.207,CV,435
2.64,2.175,-0.465,2.64,1.989,-0.651,2.64,1.759,-0.881,2.032,2.3,0.268,CV,436
3.129,3.656,0.527,3.129,2.682,-0.447,3.129,3.619,0.49,4.689,5.26,0.571,CV,437
4.5,4.258,-0.242,4.5,4.912,0.412,4.5,4.198,-0.302,5.173,5.35,0.177,CV,438
0.7,1.005,0.305,0.7,1.094,0.394,0.7,0.988,0.288,1.558,1.69,0.132,CV,439
4.168,3.861,-0.307,4.168,3.474,-0.694,4.168,3.967,-0.201,2.544,1.95,-0.594,CV,440
1.12,1.783,0.663,1.12,1.571,0.451,1.12,1.804,0.684,3.034,2.08,-0.954,CV,441
0.849,0.703,-0.146,0.849,1.225,0.376,0.849,0.865,0.016,2.818,3.166,0.348,CV,442
5.533,5.255,-0.278,5.533,4.474,-1.059,5.533,5.382,-0.151,2.855,2.633,-0.222,CV,443
2.485,2.81,0.325,2.485,2.398,-0.087,2.485,2.449,-0.036,1.641,0.903,-0.738,CV,444
1.96,2.631,0.671,1.96,2.445,0.485,1.96,2.702,0.742,2.095,1.946,-0.149,CV,445
3.281,2.8,-0.481,3.281,3.045,-0.236,3.281,2.916,-0.365,2.759,3,0.241,CV,446
3.03,3.35,0.32,3.03,3.289,0.259,3.03,3.338,0.308,2.569,2.093,-0.476,CV,447
1.567,1.211,-0.356,1.567,1.483,-0.084,1.567,1.347,-0.22,2.237,2.243,0.006,CV,448
1.274,1.643,0.369,1.274,1.737,0.463,1.274,1.639,0.365,2.311,2.029,-0.282,CV,449
3.183,2.964,-0.219,3.183,2.764,-0.419,3.183,2.926,-0.257,2.4,2.278,-0.122,CV,450
0.48,1.441,0.961,0.48,1.773,1.293,0.48,2.083,1.603,2.933,3.155,0.222,CV,451
1.67,2.457,0.787,1.67,2.063,0.393,1.67,2.317,0.647,3.436,3.7,0.264,CV,452
2.698,3.243,0.545,2.698,3.72,1.022,2.698,3.449,0.751,2.455,1.96,-0.495,CV,453
0.985,1.09,0.105,0.985,1.265,0.28,0.985,1.104,0.119,3.465,4.52,1.055,CV,454
1.83,1.895,0.065,1.83,2.031,0.201,1.83,1.949,0.119,2.96,2.34,-0.62,CV,455
3.754,3.84,0.086,3.754,3.599,-0.155,3.754,3.77,0.016,2.168,2.737,0.569,CV,456
5.816,6.074,0.258,5.816,6.061,0.245,5.816,6.103,0.287,2.016,2.443,0.427,CV,457
2.85,3.106,0.256,2.85,3.074,0.224,2.85,3.049,0.199,1.442,1.464,0.022,CV,458
2.509,2.23,-0.279,2.509,2.141,-0.368,2.509,2.232,-0.277,2.556,2.737,0.181,CV,459
3.4,3.741,0.341,3.4,3.22,-0.18,3.4,3.627,0.227,1.08,0.958,-0.122,CV,460
2,2.241,0.241,2,2.691,0.691,2,2.339,0.339,1.838,2.215,0.377,CV,461
2.3,2.372,0.072,2.3,5.834,3.534,2.3,2.471,0.171,1.784,1.703,-0.081,CV,462
1.89,1.813,-0.077,1.89,2.42,0.53,1.89,1.949,0.059,1.581,1.834,0.253,CV,463
2.383,1.89,-0.493,2.383,2.541,0.158,2.383,1.979,-0.404,1.878,1.567,-0.311,CV,464
3.722,3.969,0.247,3.722,4.326,0.604,3.722,3.822,0.1,1.275,1.203,-0.072,CV,465
6.1,5.609,-0.491,6.1,6.025,-0.075,6.1,5.719,-0.381,1.36,0.925,-0.435,CV,466
3.428,3.02,-0.408,3.428,3.845,0.417,3.428,3.224,-0.204,1.74,2.383,0.643,CV,467
0.64,2.301,1.661,0.64,2.737,2.097,0.64,2.439,1.799,2.715,3.21,0.495,CV,468
2.11,2.481,0.371,2.11,3.002,0.892,2.11,2.399,0.289,1.894,1.877,-0.017,CV,469
5.15,4.229,-0.921,5.15,4.968,-0.182,5.15,4.185,-0.965,2.035,2.035,0,CV,470
2.764,3.182,0.418,2.764,1.461,-1.303,2.764,2.957,0.193,2.064,2.188,0.124,CV,471
3.54,3.672,0.132,3.54,4.813,1.273,3.54,3.734,0.194,2.468,2.677,0.209,CV,472
2.53,2.097,-0.433,2.53,2.472,-0.058,2.53,2.005,-0.525,2.369,2.666,0.297,CV,473
1.442,1.067,-0.375,1.442,1.817,0.375,1.442,1.223,-0.219,2.46,1.96,-0.5,CV,474
6,2.535,-3.465,6,2.828,-3.172,6,2.564,-3.436,2.001,2.133,0.132,CV,475
1.877,1.729,-0.148,1.877,2.038,0.161,1.877,1.758,-0.119,1.641,1.682,0.041,CV,476
2.7,2.518,-0.182,2.7,3.108,0.408,2.7,2.603,-0.097,2.838,3.118,0.28,CV,477
1.05,2.452,1.402,1.05,2.693,1.643,1.05,2.657,1.607,1.677,1.741,0.064,CV,478
0.903,1.904,1.001,0.903,2.18,1.277,0.903,1.99,1.087,2.983,3.335,0.352,CV,479
5.81,5.254,-0.556,5.81,5.172,-0.638,5.81,5.292,-0.518,-0.096,0.18,0.276,CV,480
2.21,2.099,-0.111,2.21,2.594,0.384,2.21,2.002,-0.208,1.133,0.931,-0.202,CV,481
4.38,4.183,-0.197,4.38,4.929,0.549,4.38,4.043,-0.337,2.264,2.574,0.31,CV,482
2.61,2.681,0.071,2.61,3.35,0.74,2.61,2.831,0.221,2.451,2.47,0.019,CV,483
3.59,3.956,0.366,3.59,4.264,0.674,3.59,3.747,0.157,2.171,2.106,-0.065,CV,484
2.061,2.302,0.241,2.061,2.673,0.612,2.061,2.023,-0.038,1.742,1.986,0.244,CV,485
1.79,1.632,-0.158,1.79,2.136,0.346,1.79,1.808,0.018,1.897,2.111,0.214,CV,486
3.053,2.943,-0.11,3.053,2.644,-0.409,3.053,2.537,-0.516,2.079,2.318,0.239,CV,487
2.09,2.021,-0.069,2.09,2.28,0.19,2.09,1.985,-0.105,2.289,2.61,0.321,CV,488
3.5,2.804,-0.696,3.5,3.762,0.262,3.5,3.263,-0.237,2.62,1.96,-0.66,CV,489
4.63,4.267,-0.363,4.63,4.834,0.204,4.63,4.297,-0.333,2.239,1.453,-0.786,CV,490
1.946,2.009,0.063,1.946,2.55,0.604,1.946,2.031,0.085,2.221,2.661,0.44,CV,491
3.2,3.404,0.204,3.2,3.694,0.494,3.2,3.353,0.153,2.483,2.596,0.113,CV,492
3.771,3.917,0.146,3.771,4.189,0.418,3.771,3.814,0.043,2.055,2.465,0.41,CV,493
3.297,3.272,-0.025,3.297,4.008,0.711,3.297,3.403,0.106,2.283,2.226,-0.057,CV,494
3.1,2.723,-0.377,3.1,3.269,0.169,3.1,2.92,-0.18,2.24,2.188,-0.052,CV,495
1.731,1.662,-0.069,1.731,2.247,0.516,1.731,1.78,0.049,2.296,2.66,0.364,CV,496
1.14,2.63,1.49,1.14,2.953,1.813,1.14,2.589,1.449,1.506,2.14,0.634,CV,497
2.3,2.696,0.396,2.3,3.094,0.794,2.3,2.779,0.479,2.346,2.944,0.598,CV,498
2,2.513,0.513,2,2.839,0.839,2,2.5,0.5,3.321,3.798,0.477,CV,499
2.2,2.208,0.008,2.2,2.662,0.462,2.2,2.241,0.041,2.501,1.95,-0.551,CV,500
1.857,1.652,-0.205,1.857,2.236,0.379,1.857,1.674,-0.183,2.777,3.809,1.032,CV,501
4.52,3.478,-1.042,4.52,2.522,-1.998,4.52,3.457,-1.063,2.78,2.55,-0.23,CV,502
2.356,2.515,0.159,2.356,3.01,0.654,2.356,2.564,0.208,3.492,3.945,0.453,CV,503
3.7,3.994,0.294,3.7,4.787,1.087,3.7,4.755,1.055,2.823,2.66,-0.163,CV,504
3.155,2.526,-0.629,3.155,2.689,-0.466,3.155,2.593,-0.562,3.835,3.754,-0.081,CV,505
3.237,3.147,-0.09,3.237,4.764,1.527,3.237,3.507,0.27,3.197,2.47,-0.727,CV,506
